name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
CLINICALCONNECT HIE,community_nonprofit_orgs,,58147,600 GRANT ST 58TH FLOOR,,,,PITTSBURGH,PA,15219-2739,40.441355,-79.99485275,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Community Health Systems,
CLINTON DEWITT ESTATE FOR WESTERN RES UNIVERSITY NECT,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COLUMBUS SQUARE NEIGHBORHOOD ASSOCIATION,community_nonprofit_orgs,,76680,1913 ALLEGHENY AVE,,,,PITTSBURGH,PA,15233-0000,40.453489,-80.019393,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Religion Related, Spiritual De",Geocoded by Geocodio
COLLIER TOWNSHIP POLICE ASSOCIATION,community_nonprofit_orgs,,52004,PO BOX 148,,,,PRESTO,PA,15142-0148,40.37368,-80.11783,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Human Service Organizations -,Geocoded by Geocodio
CLOVERLEAF AREA ECUMENICAL ASSISTANCE PROGRAM,community_nonprofit_orgs,,48439,1 GROVE PLACE,,,,PITTSBURGH,PA,15236-2313,40.34464779,-79.96991168,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COLOMBIA VISION,community_nonprofit_orgs,,17861,PO BOX 967,,,,WEXFORD,PA,15090-0967,40.62646,-80.05589,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,International Relief,Geocoded by Geocodio
CLOVERLEAF ESTATES WEST COMMUNITY ASSOCIATION,community_nonprofit_orgs,,71772,909 WINDSOR CT,,,,CARNEGIE,PA,15106-1505,40.41807405,-80.10777239,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Recreational, Pleasure, or Soc",
COLUMBIAN KNIGHTS NO 5501 INC,community_nonprofit_orgs,,58642,PO BOX 244,,,,RUSSELLTON,PA,15076-0244,40.60796,-79.84008,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Management & Technical Assista,Geocoded by Geocodio
CLUB AT NEVILLEWOOD,community_nonprofit_orgs,,49529,1000 NEVILLEWOOD DR,,,,PRESTO,PA,15142-1026,40.38581204,-80.12590809,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLUB SHADOWS COMMUNITY SERVICES ASSOCIATION INC,community_nonprofit_orgs,,47655,290 PERRY HWY,,,,PITTSBURGH,PA,15229-1864,40.51833398,-80.0259623,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLYDEL & MARY SHAULL FOUNDATION M S F1 F001-06-1,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COAL COUNTRY TRADITIONS INC,community_nonprofit_orgs,,47021,809 SMOKEY WOOD DR,,,,PITTSBURGH,PA,15218-2737,40.42454189,-79.8754287,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Performing Arts Organizations,
COALITION FOR CHRISTIAN OUTREACH,community_nonprofit_orgs,,45766,5912 PENN AVE,,,,PITTSBURGH,PA,15206-3817,40.46177036,-79.92641061,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COALITION OF LABOR UNION WOMEN CLUB (SOUTHWESTERN PA),community_nonprofit_orgs,,22402,348 WELSH AVE,,,,WILMERDING,PA,15148-1219,40.39031103,-79.80820402,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Labor Unions, Organizations",
COALITION TO AFFIRM REAL ESTATE OWNERSHIP (CARE OWNERSHIP),community_nonprofit_orgs,,55253,100 N SHERIDAN AVE 4TH FLOOR,,,,PITTSBURGH,PA,15206-3042,45.30492875,-121.6054842,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Housing Rehabilitation,
COBDEN STREET BAPTIST CHURCH (5206),community_nonprofit_orgs,,49670,2500 COBDEN ST,,,,PITTSBURGH,PA,15203-2714,40.41981471,-79.97080343,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COCHRAN HOSE COMPANY INC,community_nonprofit_orgs,,51654,601 THORN STREET,,,,SEWICKLEY,PA,15143-1855,40.53816464,-80.17972531,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Fire Prevention, Protection, C",
CODE & SUPPLY SCHOLARSHIP FUND INC,community_nonprofit_orgs,,71347,5648 FRIENDSHIP AVE FL 3,,,,PITTSBURGH,PA,15206-3610,40.4600455,-79.93089949,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",
COFFEE ARABICA FOUNDATION FOR EDUCATION INC (CAFE),coffee_shops,,56056,2613 CHALET LN,,,,SOUTH PARK,PA,15129-8873,40.29227931,-79.99849714,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",
CODY ALLEN TRIM MEMORIAL FOUNDATION INC,community_nonprofit_orgs,,70958,6962 SALTSBURG RD,,,,PITTSBURGH,PA,15235-2234,40.4764661,-79.7973836,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Safety Education,
COGNITIVE SCIENCE SOCIETY,community_nonprofit_orgs,,18218,116 FOX PLAN ROAD,,,,MONROEVILLE,PA,15146-2706,40.43472944,-79.76031925,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Social Science Institutes, Ser",
COLCOM FOUNDATION,community_nonprofit_orgs,,58957,603 STANWIX ST STE 1800,,,,PITTSBURGH,PA,15222-1442,40.44222617,-80.00458694,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Fund Raising Organizations Tha,
COLFAX SPANISH ACADEMY PARENT- TEACHER ORGANIZATION,community_nonprofit_orgs,,20265,2332 BEECHWOOD BLVD,,,,PITTSBURGH,PA,15217-1818,40.43305686,-79.91536245,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Single Organization Support,
COLLABORATIVE LAW ASSOCIATION OFSOUTHWESTERN PENNSYLVANIA INC,community_nonprofit_orgs,,21324,1001 EAST ENTRY,,,,PITTSBURGH,PA,15216-2943,40.41730484,-80.03304112,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Business and Industry,
COLLEGIUM AUGUSTINIANUM,community_nonprofit_orgs,,49530,1910 COCHRAN RD STE 990,,,,PITTSBURGH,PA,15220-1222,40.39452375,-80.06214241,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Graduate, Professional Schools",
COLLIER BASEBALL AND SOFTBALL ASSOCIATION,community_nonprofit_orgs,,71692,407 BLUEFIELD DR,,,,OAKDALE,PA,15071-1729,40.39311095,-80.16401243,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Baseball, Softball",
COLLIER SPORTSMENS ASSOCIATION INC,community_nonprofit_orgs,,44677,77 WALKERS MILL RD,,,,OAKDALE,PA,15071-2110,40.39548401,-80.12845771,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COLOMBIA EN PITTSBURGH,community_nonprofit_orgs,,62033,125 CHAPEL HARBOR DR,,,,PITTSBURGH,PA,15238-3155,40.48538673,-79.8793446,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Arts, Cultural Organizations -",
COLONNA FAMILY FOUNDATION,community_nonprofit_orgs,,48417,790 HOLIDAY DRIVE,,,,PITTSBURGH,PA,15220-2750,40.42581363,-80.06268555,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COLORADO SPEECH-LANGUAGE-HEARING ASSOCIATION,community_nonprofit_orgs,,22447,700 MCKNIGHT PARK DR STE 708,,,,PITTSBURGH,PA,15237-6516,40.53558471,-80.00686073,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COLUMBIA 491 INC,community_nonprofit_orgs,,46009,437 GRANT ST STE 1201,,,,PITTSBURGH,PA,15219-6101,40.43914921,-79.9973224,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COLUMBIETTES INCORPORATED (12043 HOLY CHILD COLUMBIETTES),community_nonprofit_orgs,,64134,3337 OLD OAKDALE RD,,,,MCDONALD,PA,15057-3540,40.36513528,-80.16893201,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLIPPED WINGS UNITED AIR LINES STEWARDESS ALUMNAE & FLIGHT ATTEND (PITTSBURGH CHAPTER PIT),community_nonprofit_orgs,,53532,236 ALLENBERRY CIR,,,,PITTSBURGH,PA,15234-1002,40.35399177,-80.0380618,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
Chalfant Borough Building,public_buildings,,3167,144 Lynnwood Ave,,,,East Pittsburgh,,15112,40.408552,-79.838651,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Public Building Locations,https://data.wprdc.org/dataset/allegheny-county-public-building-locations,,,,,Geocoded by Geocodio
COMMUNITY AMBASSADOR INC,community_nonprofit_orgs,,71093,PO BOX 17193,,,,PITTSBURGH,PA,15235-0193,40.459801,-79.82242,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Urban, Community Economic Deve",Geocoded by Geocodio
COMMUNITY BAPTIST CHURCH OF HOMESTEAD,community_nonprofit_orgs,,48113,PO BOX 469,,,,HOMESTEAD,PA,15120-0469,40.392619,-79.905171,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,Geocoded by Geocodio
COMMONWEALTH BUILDING OFFICIALS INC,community_nonprofit_orgs,,76004,7400 IRVINE ST,,,,PITTSBURGH,PA,15218-2424,40.4206901,-79.88916195,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Safety Education,
COMMUNICATION WORKERS OF AMERICA (14842 22 PITTSBURGH MAILER UNION),community_nonprofit_orgs,,43936,4454 BIRCHWOOD LN,,,,ALLISON PARK,PA,15101-1306,40.58359348,-79.94856059,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNITY IMPROVEMENT ADVISORY COMMITTEE INC,community_nonprofit_orgs,,48831,PO BOX 253,,,,WILMERDING,PA,15148-0253,40.3909,-79.81005,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,Geocoded by Geocodio
COMMUNICATION WORKERS OF AMERICA (13500 LOCAL),community_nonprofit_orgs,,48707,1412 MOUNT ROYAL BLVD,,,,GLENSHAW,PA,15116-2257,40.52223612,-79.95951258,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMON GOOD FOUNDATION,community_nonprofit_orgs,,48333,990 WASHINGTON PIKE,,,,BRIDGEVILLE,PA,15017-2711,40.36398458,-80.10950543,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",
COMMUNICATION WORKERS OF AMERICA (13302),community_nonprofit_orgs,,76906,2572 HAWTHORNE DR,,,,OAKDALE,PA,15071-1421,40.44386658,-80.21061481,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNICATION WORKERS OF AMERICA (14827 CWA INTERNATIONAL),community_nonprofit_orgs,,43949,219 FORT PITT BLVD,,,,PITTSBURGH,PA,15222-1558,40.43795801,-80.00355627,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNICATIONS WORKERS OF AMERICA (38061),community_nonprofit_orgs,,43934,322 N SHORE DR STE 200,,,,PITTSBURGH,PA,15212-5875,40.44631964,-80.01046321,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNITED HELPER HUB,community_nonprofit_orgs,,72229,2231 LUTZ AVE,,,,PITTSBURGH,PA,15210-4353,40.39031178,-79.98434749,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Human Services - Multipurpose,
COMMUNITIES IN SCHOOLS OF PITTSBURGH-ALLEGHENY COUNTY INC,community_nonprofit_orgs,,1928,6435 FRANKSTOWN AVE,,,,PITTSBURGH,PA,15206-4055,40.46145231,-79.91539636,0125A00325000000|,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Student Services, Organization",
COMMUNITOPIA,community_nonprofit_orgs,,56147,7334 BURTON ST,,,,PITTSBURGH,PA,15218-2524,40.41802354,-79.88879349,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Natural Resources Conservation,
COMMUNITY ALLIANCE OF SPRING GARDEN -EAST DEUTSCHTOWN,community_nonprofit_orgs,,60374,800 VINIAL ST STE B201,,,,PITTSBURGH,PA,15212-5152,40.45708052,-79.99171468,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Community, Neighborhood Develo",
COMMUNITY ANCHOR INC,community_nonprofit_orgs,,76056,316 E 6TH AVE,,,,TARENTUM,PA,15084-1509,40.59847875,-79.7626698,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Housing Support Services -- Ot,
COMMUNITY AT HOLY FAMILY MANOR INC,community_nonprofit_orgs,,75841,301 NAZARETH WAY,,,,PITTSBURGH,PA,15229-5105,40.50873637,-80.04317083,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNITY C AND M A CHURCH ELIZABETH PENNSYLVANIA (COMMUNITY ALLIANCE CHURCH),community_nonprofit_orgs,,39976,234 SIMPSON HOWELL RD,,,,ELIZABETH,PA,15037-2530,40.26916996,-79.83636217,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNITY CENTER AND LIBRARY ASSOCIATION,community_nonprofit_orgs,,20662,1220 POWERS RUN RD,,,,PITTSBURGH,PA,15238-2618,40.51372311,-79.85716086,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNITY CENTER ASSOCIATION,community_nonprofit_orgs,,20662,1220 POWERS RUN RD,,,,PITTSBURGH,PA,15238-2618,40.51372311,-79.85716086,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Human Service Organizations -,
COMMUNITY CODES,community_nonprofit_orgs,,75336,6938 MCPHERSON BLVD,,,,PITTSBURGH,PA,15208-2440,40.45342423,-79.90504685,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Youth Development - Business,
COMMUNITY COLLEGE OF ALLEGHENY COUNTY-EDUCATION FOUNDATION,community_nonprofit_orgs,,47018,808 RIDGE AVENUE 102,,,,PITTSBURGH,PA,15212-6003,40.45069402,-80.01388938,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Single Organization Support,
COMMUNITY DATA ROUNDTABLE,community_nonprofit_orgs,,62632,225 TAYLOR ST,,,,PITTSBURGH,PA,15224-1843,40.46313467,-79.95023803,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Urban, Community Economic Deve",
COMMUNITY DAY SCHOOL,community_nonprofit_orgs,,44441,6424 FORWARD AVE,,,,PITTSBURGH,PA,15217-2521,40.42734543,-79.91779836,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
COMMUNITY EMPOWERMENT ASS PTA,community_nonprofit_orgs,,44379,7120 KELLY ST,,,,PITTSBURGH,PA,15208-1843,40.45549499,-79.89812089,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Community, Neighborhood Develo",
COMMUNITY FAMILY ADVOCATES INC,community_nonprofit_orgs,,52486,2801 CUSTER AVE,,,,PITTSBURGH,PA,15227-3929,40.39363529,-79.97409792,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Health - General and Rehabilit,
